,Goals,Assists,Shots,Shots_on_Target,xG,NPxG,SCA,GCA,Progressive_Passes,Progressive_Carries,Progressive_Pass_Dist,Short_Passes_Completed,Short_Pass_%,Medium_Passes_Completed,Medium_Pass_%,Long_Passes_Completed,Long_Pass_%,xA,Crosses_into_Penalty_Area,Tackles,Tackles_Won,Blocks,Interceptions,Clearances,Touches,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Take_On_Success_%,Carries_into_Final_3rd,Ball_Recoveries,Aerial_Duels_%,Post_Shot_xG,Def_Actions_Outside_Area,Avg_Dist_Actions_Outside_Area,Result
Portugal_November_28_2022_World_Cup,2,1,14,2,1.3,0.5,28,3,34,25,2632,287,92.6,173,85.6,53,57.6,0.4,3,10,2,12,7,17,741,240,325,180,50.0,21,61,68.2,0.5,0.0,,3
Uruguay_November_28_2022_World_Cup,0,0,11,3,1.3,1.3,21,0,37,13,1949,152,84.0,124,74.7,26,45.6,0.6,2,12,8,17,12,12,535,159,256,129,42.9,18,61,31.8,1.6,0.0,15.0,0
Netherlands_November_29_2022_World_Cup,2,1,13,4,2.0,2.0,20,3,52,17,3466,414,94.3,256,92.4,52,81.3,0.6,0,16,6,10,10,11,914,130,544,242,44.4,19,43,52.6,0.4,2.0,11.6,3
Qatar_November_29_2022_World_Cup,0,0,5,3,0.1,0.1,8,0,17,21,2040,191,91.0,119,86.2,48,57.1,0.3,1,10,7,9,12,9,559,189,278,96,26.7,14,47,47.4,1.4,1.0,11.3,0
Ecuador_November_29_2022_World_Cup,1,1,9,4,0.9,0.9,15,1,19,11,2275,137,86.7,179,83.6,42,47.7,0.3,4,15,13,9,7,19,581,194,287,105,33.3,12,39,55.3,1.9,1.0,10.5,0
Senegal_November_29_2022_World_Cup,2,0,13,2,2.1,1.4,21,3,29,15,1531,89,83.2,80,76.9,26,32.9,0.6,3,10,6,7,10,29,428,154,168,114,47.6,9,42,44.7,1.2,0.0,11.5,3
Wales_November_29_2022_World_Cup,0,0,7,1,0.3,0.3,14,0,10,6,1842,107,84.9,119,85.0,41,58.6,0.1,0,12,6,16,7,17,446,178,203,66,0.0,7,37,42.9,2.6,1.0,12.8,0
England_November_29_2022_World_Cup,3,2,18,7,2.5,2.5,25,4,48,15,2673,262,92.3,241,93.4,37,62.7,1.1,2,6,4,9,5,7,705,179,374,159,50.0,12,43,57.1,0.0,0.0,,3
IR_Iran_November_29_2022_World_Cup,0,0,4,0,0.4,0.4,8,0,28,16,2359,147,84.0,180,86.1,48,49.5,1.0,2,22,11,12,12,18,621,224,296,115,41.7,14,68,50.0,1.8,0.0,4.5,0
United_States_November_29_2022_World_Cup,1,1,12,5,1.2,1.2,22,2,49,21,2912,177,87.6,183,84.3,48,64.0,0.8,0,12,8,10,5,21,651,185,292,182,51.9,18,60,50.0,0.0,1.0,13.8,3
Australia_November_30_2022_World_Cup,1,1,8,4,0.6,0.6,13,2,26,11,2082,95,74.2,72,68.6,29,39.2,0.2,1,15,7,14,12,33,471,190,175,110,30.8,9,55,60.5,0.4,0.0,7.0,3
Denmark_November_30_2022_World_Cup,0,0,13,3,0.7,0.7,24,0,59,23,3586,232,87.2,250,87.1,79,60.3,0.9,2,11,9,12,7,19,833,235,401,203,25.0,10,63,39.5,1.3,3.0,27.3,0
Tunisia_November_30_2022_World_Cup,1,1,5,3,0.5,0.5,10,2,38,11,2205,105,83.3,135,90.0,29,40.8,0.4,1,22,16,18,9,23,501,174,215,118,23.1,4,58,40.9,1.1,0.0,4.0,3
France_November_30_2022_World_Cup,0,0,10,3,0.8,0.8,16,0,48,19,3099,243,90.0,277,93.6,47,59.5,0.5,2,37,19,8,13,21,808,217,392,212,42.1,23,47,59.1,0.6,0.0,11.7,0
Saudi_Arabia_November_30_2022_World_Cup,1,1,10,2,1.1,1.1,15,2,21,7,1951,87,73.1,64,68.1,29,38.2,0.4,1,15,7,16,8,28,460,195,180,94,14.3,8,48,50.0,2.9,3.0,14.4,0
Mexico_November_30_2022_World_Cup,2,1,26,10,2.3,2.3,50,4,44,17,2815,147,79.9,154,80.2,49,54.4,1.9,3,16,7,12,7,12,619,179,284,160,57.1,13,54,50.0,0.9,3.0,16.3,3
Poland_November_30_2022_World_Cup,0,0,4,0,0.3,0.3,8,0,14,5,1768,92,87.6,126,86.3,34,52.3,0.2,1,17,7,11,7,29,450,186,228,41,0.0,1,35,36.8,2.9,0.0,1.0,0
Argentina_November_30_2022_World_Cup,2,2,22,10,3.7,2.9,40,4,72,40,3149,477,95.0,280,90.0,47,77.0,1.7,3,13,9,11,5,9,1004,131,550,329,40.0,30,42,63.2,0.0,0.0,,3
Croatia_December_1_2022_World_Cup,0,0,11,4,0.7,0.7,21,0,50,38,2868,264,91.7,172,85.6,59,64.8,0.9,3,9,2,11,6,24,708,217,292,203,27.3,23,43,50.0,1.2,0.0,7.5,1
Belgium_December_1_2022_World_Cup,0,0,16,3,3.1,3.1,30,0,51,20,3344,198,92.1,293,90.4,53,60.9,1.7,1,14,9,11,7,25,751,269,332,155,58.3,13,39,50.0,1.1,0.0,1.0,1
Canada_December_1_2022_World_Cup,0,0,5,0,1.4,1.4,9,0,36,12,2677,241,91.6,197,91.6,33,52.4,0.5,2,13,8,8,7,8,659,146,386,132,38.2,10,49,58.8,0.6,2.0,18.7,0
Morocco_December_1_2022_World_Cup,2,1,6,2,0.5,0.5,9,2,14,9,1981,158,88.8,96,82.1,42,53.2,0.3,1,23,16,9,12,22,506,268,164,77,38.1,7,51,41.2,0.0,0.0,10.5,3
Japan_December_1_2022_World_Cup,2,2,6,3,1.4,1.4,10,3,17,8,1226,94,77.7,45,67.2,21,45.7,0.4,1,11,6,18,17,26,353,172,132,55,0.0,5,51,52.6,1.1,0.0,12.0,3
Spain_December_1_2022_World_Cup,1,1,12,5,1.0,1.0,23,2,65,24,3630,365,92.6,537,93.7,72,80.0,1.1,2,11,9,3,3,5,1162,134,773,261,33.3,16,52,47.4,1.3,0.0,5.5,0
Costa_Rica_December_1_2022_World_Cup,2,0,8,6,1.4,1.4,14,2,26,11,2394,132,86.8,101,82.1,33,47.8,0.2,1,21,10,15,8,45,514,265,182,75,47.1,11,57,57.1,5.0,2.0,14.0,0
Germany_December_1_2022_World_Cup,4,4,32,11,5.8,5.8,56,8,88,35,3838,327,91.6,254,91.4,55,70.5,4.7,8,10,3,11,5,8,879,134,410,345,60.7,30,62,42.9,2.2,2.0,17.0,3
Korea_Republic_December_2_2022_World_Cup,2,1,13,6,1.7,1.7,20,3,23,6,2156,120,90.2,140,83.3,40,50.0,0.7,2,11,6,7,8,20,494,206,182,109,28.6,6,40,65.4,1.6,0.0,12.5,3
Portugal_December_2_2022_World_Cup,1,1,13,6,1.3,1.3,20,2,41,21,2953,243,92.4,200,87.7,78,69.6,0.6,2,12,8,10,6,12,712,206,329,179,47.1,11,43,34.6,2.0,2.0,14.3,0
Ghana_December_2_2022_World_Cup,0,0,9,3,1.6,0.8,19,0,34,17,2337,187,85.8,143,84.1,37,50.0,0.6,1,23,15,12,7,17,624,185,267,178,53.6,17,54,34.4,1.6,0.0,10.0,0
Uruguay_December_2_2022_World_Cup,2,1,12,6,2.0,2.0,22,3,37,16,2509,189,85.9,119,80.4,41,58.6,1.1,2,23,13,14,10,22,617,204,283,132,21.4,12,55,65.6,1.4,0.0,7.0,3
Cameroon_December_2_2022_World_Cup,1,1,7,3,0.5,0.5,14,2,30,16,2327,111,86.7,94,79.7,40,63.5,0.5,2,22,12,7,10,32,449,179,191,87,38.1,7,40,62.5,1.4,0.0,1.0,3
Brazil_December_2_2022_World_Cup,0,0,21,7,2.5,2.5,40,0,54,26,3195,240,88.9,212,86.9,39,69.6,2.5,4,19,11,8,3,12,705,202,311,199,43.5,20,52,37.5,1.2,2.0,15.5,0
Serbia_December_2_2022_World_Cup,2,1,12,4,1.4,1.4,19,2,38,24,2448,160,83.8,191,85.7,38,48.7,0.8,7,13,4,17,6,9,612,182,294,142,20.0,18,55,55.9,2.6,4.0,21.0,0
Switzerland_December_2_2022_World_Cup,3,3,14,7,2.8,2.8,26,6,41,19,2255,124,86.1,167,84.8,43,55.8,1.7,1,10,5,9,12,18,557,194,253,119,27.3,15,50,44.1,1.5,0.0,14.0,3
Netherlands_December_3_2022_World_Cup,3,3,11,6,1.7,1.7,19,6,27,20,2454,156,83.9,131,82.9,37,50.0,1.0,1,22,11,18,12,30,576,263,228,88,35.7,12,58,52.2,1.5,2.0,15.5,3
United_States_December_3_2022_World_Cup,1,1,17,6,1.5,1.5,30,2,47,35,2662,234,89.7,212,84.1,38,55.1,1.2,2,14,7,8,11,12,737,163,354,224,23.8,27,62,47.8,1.7,0.0,10.0,0
Argentina_December_3_2022_World_Cup,2,1,14,5,1.7,1.7,23,2,39,15,2747,342,92.4,261,91.3,28,57.1,0.6,0,15,8,11,7,20,833,249,409,181,33.3,16,57,48.1,0.5,0.0,11.3,3
Australia_December_3_2022_World_Cup,0,0,5,1,0.6,0.6,8,0,27,8,2558,146,89.6,173,86.9,58,62.4,0.3,0,11,4,15,8,10,575,278,216,84,33.3,8,45,51.9,1.7,4.0,21.8,0
France_December_4_2022_World_Cup,3,3,16,8,1.4,1.4,27,6,45,24,2559,275,92.3,185,88.9,36,50.7,0.9,1,11,7,13,9,10,685,197,286,207,52.4,16,51,52.2,1.1,0.0,6.0,3
Poland_December_4_2022_World_Cup,1,0,11,1,1.8,1.0,19,1,39,17,2143,209,92.5,161,89.0,26,42.6,0.5,4,17,11,8,6,23,593,169,314,115,42.9,13,52,47.8,2.1,0.0,9.1,0
England_December_4_2022_World_Cup,3,3,8,4,0.9,0.9,15,6,50,16,3234,218,92.4,257,91.1,54,61.4,0.8,1,21,14,7,9,10,716,232,350,140,43.8,10,47,33.3,0.1,3.0,18.3,3
Senegal_December_4_2022_World_Cup,0,0,10,1,0.8,0.8,16,0,22,12,1853,160,93.6,107,81.7,35,52.2,0.7,2,11,8,12,6,17,492,190,215,90,18.2,5,50,66.7,1.2,0.0,8.0,0
Japan_December_5_2022_World_Cup,1,1,13,4,1.2,1.2,22,2,33,16,2447,218,87.9,168,78.9,32,33.3,0.8,3,13,7,20,7,30,716,267,299,155,40.0,14,73,43.1,1.0,0.0,9.4,1
Croatia_December_5_2022_World_Cup,1,1,17,4,1.5,1.5,23,2,58,17,3554,330,90.4,255,85.0,49,50.0,0.9,7,14,11,10,5,32,943,243,508,204,40.0,20,69,56.9,0.9,0.0,9.3,1
Brazil_December_5_2022_World_Cup,4,3,17,8,3.8,3.0,29,6,39,20,2980,257,92.8,251,89.6,34,64.2,1.6,0,15,8,6,12,10,747,231,347,170,25.0,12,52,36.8,0.0,0.0,,3
Korea_Republic_December_5_2022_World_Cup,1,0,8,6,0.5,0.5,13,1,58,14,2683,226,91.5,194,89.4,43,62.3,0.3,0,21,12,9,11,11,664,199,300,168,31.3,12,47,63.2,3.3,1.0,12.3,0
Morocco_December_6_2022_World_Cup,0,0,6,2,0.7,0.7,7,0,25,7,2051,119,85.6,88,78.6,28,37.8,0.8,3,26,16,13,8,41,512,268,176,72,55.6,7,65,41.7,0.1,0.0,5.3,1
Spain_December_6_2022_World_Cup,0,0,13,1,1.0,1.0,26,0,89,31,4195,385,95.1,487,92.4,83,72.2,0.8,3,11,5,9,4,15,1194,135,768,295,39.1,24,60,58.3,0.7,1.0,16.1,1
Portugal_December_6_2022_World_Cup,6,6,15,9,2.4,2.4,26,10,26,16,2186,196,91.6,144,88.3,40,48.8,1.0,1,16,13,12,8,11,574,211,256,111,37.5,13,52,47.6,1.0,0.0,10.3,3
Switzerland_December_6_2022_World_Cup,1,0,10,2,1.1,1.1,16,0,36,20,2395,181,88.7,202,88.6,41,56.2,0.3,0,5,4,8,5,14,611,199,286,132,16.7,12,40,52.4,5.1,0.0,,0
Croatia_December_9_2022_World_Cup,1,1,9,1,0.6,0.6,18,2,58,28,3351,347,94.8,216,86.4,56,66.7,0.7,3,28,17,17,9,32,887,300,445,148,38.5,20,64,54.2,3.2,0.0,7.3,1
Brazil_December_9_2022_World_Cup,1,1,21,11,2.6,2.6,37,2,60,24,3374,304,91.3,284,91.9,35,53.8,2.0,3,16,11,16,13,16,883,211,436,242,25.0,26,60,45.8,0.3,1.0,18.5,1
Netherlands_December_9_2022_World_Cup,2,2,6,2,0.6,0.6,12,4,50,16,3828,246,86.9,250,88.7,63,61.2,0.5,2,18,9,7,15,17,813,249,439,131,11.1,12,53,61.3,2.1,0.0,10.6,1
Argentina_December_9_2022_World_Cup,2,1,13,4,1.9,1.1,28,4,39,26,2755,273,88.3,208,89.7,28,41.2,0.9,0,19,13,13,6,20,758,195,403,167,50.0,24,51,38.7,0.4,0.0,9.4,1
Morocco_December_10_2022_World_Cup,1,1,9,3,1.4,1.4,16,2,18,14,2012,80,82.5,61,73.5,34,54.8,0.4,2,12,7,12,9,36,400,238,122,46,50.0,9,48,45.8,0.9,1.0,9.5,3
Portugal_December_10_2022_World_Cup,0,0,12,3,0.9,0.9,22,0,68,24,3118,267,89.3,272,90.4,59,59.0,1.2,4,12,8,3,9,3,810,119,474,222,40.0,25,47,54.2,0.7,3.0,15.9,0
England_December_10_2022_World_Cup,1,0,14,6,2.4,0.9,32,2,45,21,2492,205,88.7,220,94.0,33,50.0,1.9,2,16,10,9,8,13,637,159,330,157,33.3,21,45,48.6,1.2,0.0,,0
France_December_10_2022_World_Cup,2,2,8,5,0.9,0.9,16,4,31,13,2136,149,90.3,132,87.4,39,52.0,0.9,3,10,7,7,5,16,499,162,207,136,36.4,12,48,51.4,2.0,0.0,6.3,3
Argentina_December_13_2022_World_Cup,3,1,8,6,2.3,1.5,17,5,22,18,2163,203,91.4,102,87.2,27,50.0,1.1,0,22,9,17,8,22,544,163,275,114,33.3,12,52,46.2,0.4,2.0,12.0,3
Croatia_December_13_2022_World_Cup,0,0,12,2,0.5,0.5,24,0,44,28,2649,293,93.6,206,87.7,35,63.6,0.5,2,19,15,8,5,6,742,209,391,156,54.2,22,59,53.8,3.3,2.0,16.3,0
France_December_14_2022_World_Cup,2,0,14,2,2.2,2.2,24,2,27,27,1904,127,85.8,140,88.1,37,53.6,0.9,0,21,14,16,18,17,508,153,290,75,50.0,9,52,62.5,0.6,1.0,10.3,3
Morocco_December_14_2022_World_Cup,0,0,13,2,1.0,1.0,24,0,44,29,2811,261,89.7,220,89.4,31,57.4,0.6,1,15,8,10,7,3,704,168,412,131,33.3,26,52,37.5,1.0,0.0,14.5,0
Croatia_December_17_2022_World_Cup,2,2,12,4,0.7,0.7,18,4,40,17,2867,199,90.0,183,85.5,41,66.1,0.9,3,20,14,9,8,19,624,194,316,122,46.2,14,59,42.9,1.2,0.0,10.8,3
Morocco_December_17_2022_World_Cup,1,0,9,2,1.2,1.2,17,2,29,21,2460,215,89.2,154,87.0,39,62.9,0.4,3,10,8,10,10,16,611,232,261,119,36.8,11,55,57.1,1.1,3.0,17.0,0
Argentina_December_18_2022_World_Cup,3,1,19,9,3.3,2.6,36,5,63,26,2955,316,89.5,188,85.8,39,47.0,1.5,0,23,18,13,10,25,848,264,373,220,33.3,14,79,29.0,2.8,2.0,20.3,1
France_December_18_2022_World_Cup,3,1,8,3,2.2,0.7,16,5,38,24,2688,171,83.0,193,83.5,60,56.6,0.6,0,26,15,12,9,18,735,201,400,141,48.6,8,71,71.0,3.7,1.0,17.3,1
